"customerid","contract","tenure","monthlycharges","churn","internetservice","paymentmethod","health_score"
"2155-AMQRX","Month-to-month",28,54.9,"No","DSL","Credit card (automatic)",60
"6181-AXXYF","Two year",72,24.75,"No","No","Credit card (automatic)",80
"5091-HFAZW","Month-to-month",2,91.15,"No","Fiber optic","Electronic check",50
"0516-VRYBW","One year",18,20.15,"Yes","No","Bank transfer (automatic)",50
"2519-LBNQL","One year",60,104.35,"No","Fiber optic","Electronic check",90
"8623-ULFNQ","Month-to-month",26,66.05,"No","DSL","Electronic check",60
"8380-PEFPE","Month-to-month",1,71.65,"Yes","Fiber optic","Electronic check",50
"5687-DKDTV","Month-to-month",4,20.35,"Yes","No","Mailed check",30
"1568-LJSZU","Two year",68,92.2,"No","DSL","Credit card (automatic)",100
"7530-HDYDS","Month-to-month",38,84.25,"Yes","Fiber optic","Credit card (automatic)",70
"7789-HKSBS","One year",42,105.2,"No","Fiber optic","Bank transfer (automatic)",80
"7416-CKTEP","Two year",57,19.6,"No","No","Bank transfer (automatic)",80
"2586-CWXVV","Month-to-month",54,30.4,"No","DSL","Electronic check",70
"3096-IZETN","Month-to-month",12,78.1,"Yes","Fiber optic","Bank transfer (automatic)",50
"2348-KCJLT","One year",44,61.5,"No","DSL","Mailed check",70
"8401-EMUWF","Month-to-month",42,69.4,"No","DSL","Bank transfer (automatic)",60
"4193-IBKSW","Two year",72,24.75,"No","No","Bank transfer (automatic)",80
"5377-NDTOU","Two year",71,91.05,"No","DSL","Mailed check",100
"5922-ABDVO","Month-to-month",19,89.65,"Yes","Fiber optic","Mailed check",60
"2474-LCNUE","Month-to-month",23,73.65,"No","DSL","Credit card (automatic)",60
"0839-QNXME","Two year",30,19.4,"No","No","Credit card (automatic)",70
"3506-OVLKD","One year",35,26.2,"No","No","Bank transfer (automatic)",60
"9172-ANCRX","Month-to-month",10,98.7,"Yes","Fiber optic","Electronic check",50
"6650-VJONK","Month-to-month",1,43.85,"No","DSL","Bank transfer (automatic)",40
"2178-PMGCJ","Month-to-month",22,69.7,"No","Fiber optic","Mailed check",50
"7492-TAFJD","Two year",7,38.55,"No","DSL","Mailed check",60
"2773-MADBQ","Two year",36,53.1,"No","DSL","Mailed check",80
"6016-LVTJQ","Month-to-month",34,20.65,"No","No","Mailed check",50
"7860-KSUGX","Two year",72,64.45,"No","DSL","Credit card (automatic)",90
"8966-KZXXA","Two year",36,25.1,"No","No","Credit card (automatic)",70
"6910-HADCM","Month-to-month",1,76.35,"Yes","Fiber optic","Electronic check",50
"4816-LXZYW","Month-to-month",23,79.15,"Yes","Fiber optic","Electronic check",60
"9606-PBKBQ","Month-to-month",32,85,"Yes","Fiber optic","Electronic check",70
"5149-QYTTU","One year",71,95.15,"No","Fiber optic","Credit card (automatic)",90
"2070-XYMFH","Month-to-month",23,79.35,"No","Fiber optic","Mailed check",60
"2085-BOJKI","One year",17,96.65,"No","Fiber optic","Bank transfer (automatic)",70
"0817-HSUSE","Month-to-month",1,75.5,"No","DSL","Electronic check",50
"5442-PPTJY","Two year",12,19.7,"No","No","Mailed check",50
"1927-QEWMY","Two year",72,20.5,"No","No","Credit card (automatic)",80
"1663-MHLHE","Month-to-month",1,19.2,"No","No","Mailed check",30
"5663-QBGIS","Two year",72,98.35,"No","Fiber optic","Bank transfer (automatic)",100
"4450-MDZFX","Month-to-month",60,74.35,"No","Fiber optic","Bank transfer (automatic)",80
"6701-DHKWQ","Two year",61,51.35,"No","DSL","Credit card (automatic)",90
"7554-AKDQF","Month-to-month",6,45.65,"No","DSL","Mailed check",40
"3536-IQCTX","Month-to-month",32,85.3,"Yes","Fiber optic","Electronic check",70
"4911-BANWH","Month-to-month",31,86.55,"Yes","Fiber optic","Credit card (automatic)",70
"8496-EJAUI","Month-to-month",19,73.85,"Yes","Fiber optic","Credit card (automatic)",60
"0794-YVSGE","Two year",72,20.3,"No","No","Bank transfer (automatic)",80
"5423-BHIXO","Month-to-month",32,54.2,"No","DSL","Electronic check",60
"6908-VVYHM","Month-to-month",65,90.65,"No","Fiber optic","Electronic check",80
"2959-EEXWB","Month-to-month",45,50.9,"No","DSL","Bank transfer (automatic)",60
"1839-UMACK","One year",42,25.05,"No","No","Electronic check",60
"3030-YDNRM","Month-to-month",8,74.85,"No","Fiber optic","Electronic check",50
"7321-KKSDU","Two year",32,20.5,"No","No","Mailed check",70
"3402-XRIUO","Month-to-month",22,63.55,"No","DSL","Mailed check",50
"3132-TVFDZ","Month-to-month",57,44.85,"Yes","DSL","Electronic check",70
"8286-AFUYI","Month-to-month",1,47.95,"No","DSL","Electronic check",40
"8080-DDEMJ","Month-to-month",1,45.1,"Yes","DSL","Electronic check",40
"8356-WUAOJ","Month-to-month",1,45,"No","DSL","Electronic check",40
"6365-MTGZX","Month-to-month",24,96,"Yes","Fiber optic","Electronic check",60
"1349-WXNGG","Month-to-month",1,20.05,"Yes","No","Bank transfer (automatic)",30
"8058-DMYRU","Month-to-month",54,90.05,"No","Fiber optic","Electronic check",80
"9350-ZXYJC","Two year",4,25.3,"No","No","Credit card (automatic)",50
"6990-YNRIO","Two year",65,108.65,"Yes","Fiber optic","Bank transfer (automatic)",100
"8958-JPTRR","One year",56,24.3,"No","No","Electronic check",70
"6959-GQEGV","Month-to-month",45,75.95,"No","DSL","Electronic check",70
"3173-WSSUE","Two year",71,19.7,"No","No","Credit card (automatic)",80
"1265-HVPZB","One year",59,66.4,"No","DSL","Credit card (automatic)",80
"4115-UMJFQ","One year",69,35.75,"No","DSL","Bank transfer (automatic)",80
"7369-TRPFD","One year",19,18.8,"No","No","Mailed check",50
"1098-KFQEC","Two year",55,19.4,"No","No","Credit card (automatic)",80
"7190-XHTWJ","One year",38,19.3,"No","No","Mailed check",60
"0621-TWIEM","Month-to-month",10,45.55,"Yes","DSL","Electronic check",40
"3537-RYBHH","Month-to-month",47,67.45,"No","DSL","Credit card (automatic)",60
"2485-ITVKB","Month-to-month",2,35.1,"Yes","DSL","Electronic check",40
"3669-OYSJI","Month-to-month",1,46.2,"Yes","DSL","Credit card (automatic)",40
"1612-EOHDH","Month-to-month",1,45.15,"Yes","DSL","Electronic check",40
"6702-OHFWR","Month-to-month",1,43.3,"Yes","DSL","Electronic check",40
"5296-BFCYD","Two year",46,20.1,"No","No","Mailed check",70
"4510-PYUSH","Month-to-month",38,57.15,"Yes","DSL","Credit card (automatic)",60
"9359-JANWS","Two year",65,58.9,"No","DSL","Credit card (automatic)",90
"7517-SAWMO","Month-to-month",19,73.2,"Yes","Fiber optic","Electronic check",60
"4143-HHPMK","Month-to-month",52,85.35,"Yes","Fiber optic","Electronic check",80
"3279-DYZQM","Two year",71,19.45,"No","No","Mailed check",80
"7054-LGEQW","Month-to-month",1,45.95,"Yes","DSL","Mailed check",40
"0523-VNGTF","Month-to-month",52,50.5,"No","DSL","Electronic check",70
"9575-IWCAZ","One year",6,25.1,"No","No","Mailed check",40
"7105-MXJLL","One year",26,60.7,"No","DSL","Mailed check",70
"7064-FRRSW","One year",48,99,"No","Fiber optic","Electronic check",80
"7940-UQQUG","One year",64,104.4,"No","Fiber optic","Bank transfer (automatic)",90
"0923-PNFUB","Month-to-month",3,83.75,"Yes","Fiber optic","Electronic check",50
"3961-SXAXY","Month-to-month",1,44.05,"No","DSL","Bank transfer (automatic)",40
"7010-BRBUU","Two year",72,24.1,"No","No","Credit card (automatic)",80
"3566-HJGPK","Month-to-month",1,45.55,"No","DSL","Mailed check",40
"3062-ICYZQ","Month-to-month",51,93.8,"No","Fiber optic","Electronic check",80
"9938-PRCVK","Two year",41,19.7,"No","No","Bank transfer (automatic)",70
"0973-KYVNF","Two year",72,70.65,"No","DSL","Credit card (automatic)",100
"5129-HHMZC","Two year",43,86.45,"No","DSL","Credit card (automatic)",90
"9637-CDTKZ","Two year",72,114.1,"No","Fiber optic","Credit card (automatic)",100
"3946-JEWRQ","One year",47,95.2,"No","Fiber optic","Credit card (automatic)",80
"7873-CVMAW","Two year",72,88.55,"No","DSL","Credit card (automatic)",100
"0463-WZZKO","Month-to-month",3,20.75,"No","No","Credit card (automatic)",30
"3494-JCHRQ","Month-to-month",1,70.05,"Yes","Fiber optic","Electronic check",50
"6474-FVJLC","Month-to-month",2,86,"Yes","Fiber optic","Electronic check",50
"4524-QCSSM","Month-to-month",26,44.65,"No","DSL","Bank transfer (automatic)",60
"5832-EXGTT","Month-to-month",29,60.2,"No","DSL","Mailed check",60
"8840-DQLGN","Month-to-month",35,100.5,"Yes","Fiber optic","Bank transfer (automatic)",70
"2039-JONDJ","One year",27,55.45,"No","DSL","Bank transfer (automatic)",70
"7217-JYHOQ","Month-to-month",24,70.3,"No","DSL","Credit card (automatic)",60
"6695-FRVEC","Two year",67,60.4,"No","DSL","Bank transfer (automatic)",90
"4547-LYTDD","Month-to-month",16,72.65,"Yes","Fiber optic","Electronic check",60
"9894-QMIMJ","One year",23,55.8,"No","DSL","Bank transfer (automatic)",60
"8069-YQQAJ","Month-to-month",14,31.1,"No","DSL","Mailed check",50
"6770-XUAGN","Month-to-month",1,21,"Yes","No","Electronic check",30
"4193-ORFCL","Month-to-month",1,45.1,"Yes","DSL","Mailed check",40
"1636-NTNCO","Month-to-month",4,50.95,"No","DSL","Credit card (automatic)",40
"3466-WAESX","Month-to-month",16,69.1,"No","DSL","Electronic check",50
"9281-PKKZE","Month-to-month",46,43.95,"No","DSL","Electronic check",60
"3638-VBZTA","Two year",68,86.5,"No","DSL","Bank transfer (automatic)",100
"7459-IMVYU","Month-to-month",38,69.95,"No","DSL","Electronic check",60
"7776-QWNFX","Month-to-month",30,50.4,"Yes","DSL","Bank transfer (automatic)",60
"6689-TCZHQ","Month-to-month",5,78.95,"Yes","Fiber optic","Electronic check",50
"8563-OYMQY","Month-to-month",17,90.95,"No","Fiber optic","Credit card (automatic)",60
"0754-EEBDC","Two year",4,19.9,"No","No","Mailed check",50
"5777-ZPQNC","One year",12,20.15,"No","No","Electronic check",40
"1951-IEYXM","Two year",72,90.6,"No","DSL","Credit card (automatic)",100
"3318-NMQXL","Month-to-month",3,92,"No","Fiber optic","Electronic check",50
"3143-ILDAL","Month-to-month",56,94.45,"Yes","Fiber optic","Electronic check",80
"1022-RKXDR","One year",41,24.85,"No","No","Mailed check",60
"2361-FJWNO","One year",40,36,"No","DSL","Credit card (automatic)",70
"2272-UOINI","Month-to-month",7,78.5,"No","DSL","Electronic check",50
"8232-UTFOZ","Two year",69,19.95,"No","No","Credit card (automatic)",80
"3750-YHRYO","One year",7,20.65,"No","No","Mailed check",40
"6637-KYRCV","Month-to-month",5,30.5,"No","DSL","Electronic check",40
"5668-MEISB","Two year",72,106.1,"No","Fiber optic","Credit card (automatic)",100
"0129-QMPDR","One year",44,20.5,"No","No","Bank transfer (automatic)",60
"7188-CBBBA","One year",65,95.5,"No","Fiber optic","Electronic check",90
"5356-CSVSQ","Month-to-month",3,64.6,"No","DSL","Electronic check",40
"3221-CJMSG","Month-to-month",24,51.1,"No","DSL","Credit card (automatic)",50
"4720-VSTSI","Month-to-month",44,84.8,"Yes","Fiber optic","Bank transfer (automatic)",70
"3219-JQRSL","Two year",72,89.1,"No","DSL","Credit card (automatic)",100
"2801-NISEI","Month-to-month",24,54.95,"No","DSL","Electronic check",50
"3946-MHCZW","Month-to-month",1,50.9,"Yes","DSL","Mailed check",40
"4623-ZKHLY","Month-to-month",22,20.45,"No","No","Bank transfer (automatic)",40
"6732-VAILE","Two year",70,85.95,"No","DSL","Credit card (automatic)",100
"8201-AAXCB","Month-to-month",25,60.35,"No","DSL","Electronic check",60
"7696-CFTAT","Two year",37,19.8,"No","No","Bank transfer (automatic)",70
"1845-CSBRZ","Month-to-month",22,85.35,"No","Fiber optic","Bank transfer (automatic)",60
"2123-VSCOT","Two year",59,72.1,"No","DSL","Bank transfer (automatic)",100
"6651-AZVTJ","Month-to-month",49,99.8,"Yes","Fiber optic","Electronic check",80
"4566-GOLUK","Month-to-month",47,107.35,"Yes","Fiber optic","Bank transfer (automatic)",70
"2484-DGXPZ","Month-to-month",31,19.55,"Yes","No","Mailed check",50
"2018-QKYGT","Month-to-month",1,81.05,"No","Fiber optic","Electronic check",50
"2792-VPPET","Month-to-month",3,20.5,"No","No","Electronic check",30
"7409-JURKQ","One year",53,111.8,"No","Fiber optic","Bank transfer (automatic)",90
"3247-MHJKM","Month-to-month",1,20.2,"No","No","Mailed check",30
"1964-SVLEA","One year",20,19.7,"No","No","Mailed check",50
"4587-NUKOX","Month-to-month",3,79.1,"Yes","Fiber optic","Electronic check",50
"7297-DVYGA","One year",51,19.85,"No","No","Bank transfer (automatic)",70
"2239-CGBUZ","One year",51,60.5,"No","DSL","Bank transfer (automatic)",80
"0854-UYHZD","Two year",13,19.55,"No","No","Mailed check",60
"7243-LCGGZ","Month-to-month",1,20.9,"No","No","Mailed check",30
"8267-KFGYD","Month-to-month",1,21.05,"No","No","Mailed check",30
"4890-VMUAV","One year",63,71.5,"No","DSL","Electronic check",90
"9261-WDCAF","Month-to-month",3,54.65,"No","DSL","Mailed check",40
"3764-MNMOI","Two year",46,19.2,"No","No","Credit card (automatic)",70
"7442-YGZFK","Month-to-month",1,49.8,"No","DSL","Credit card (automatic)",40
"0420-BWTPW","Month-to-month",8,25.5,"Yes","DSL","Mailed check",30
"8229-BUJHX","Two year",71,20.5,"No","No","Bank transfer (automatic)",80
"7449-HVPIV","Month-to-month",55,90.4,"No","Fiber optic","Credit card (automatic)",80
"5504-WSIUR","One year",70,90.25,"No","Fiber optic","Bank transfer (automatic)",90
"8183-ONMXC","Month-to-month",2,80.75,"Yes","Fiber optic","Electronic check",50
"8466-PZBLH","Two year",67,104.6,"No","Fiber optic","Bank transfer (automatic)",100
"9614-RMGHA","Month-to-month",65,91.85,"Yes","Fiber optic","Bank transfer (automatic)",80
"8735-IJJEG","Month-to-month",14,50.2,"No","DSL","Credit card (automatic)",50
"0564-MUUQK","Month-to-month",20,95.5,"No","Fiber optic","Bank transfer (automatic)",60
"5054-IEXZT","Month-to-month",1,75.35,"Yes","Fiber optic","Electronic check",50
"5834-ASPWA","Month-to-month",1,75.45,"Yes","Fiber optic","Electronic check",50
"0701-RFGFI","Month-to-month",49,95.4,"No","Fiber optic","Bank transfer (automatic)",80
"0019-EFAEP","Two year",72,101.3,"No","Fiber optic","Bank transfer (automatic)",100
"5619-PTMIK","Month-to-month",46,53.1,"No","DSL","Electronic check",60
"3737-XBQDD","Month-to-month",24,84.85,"No","Fiber optic","Bank transfer (automatic)",60
"5882-CMAZQ","Month-to-month",5,34.25,"No","DSL","Electronic check",40
"5846-QFDFI","Month-to-month",33,88.6,"No","Fiber optic","Credit card (automatic)",70
"4445-KWOKW","One year",42,60.15,"No","DSL","Bank transfer (automatic)",70
"3511-APPBJ","One year",23,99.95,"No","Fiber optic","Credit card (automatic)",70
"7967-HYCDE","Month-to-month",8,70.7,"No","Fiber optic","Bank transfer (automatic)",50
"2430-RRYUW","One year",66,54.8,"No","DSL","Mailed check",80
"3948-XHGNA","Month-to-month",24,49.55,"Yes","DSL","Bank transfer (automatic)",50
"3723-BFBGR","Month-to-month",24,54.8,"No","DSL","Credit card (automatic)",50
"0565-IYCGT","One year",69,78.6,"Yes","DSL","Credit card (automatic)",90
"5447-WZAFP","One year",53,100.3,"No","Fiber optic","Mailed check",90
"5110-CHOPY","Two year",60,53.6,"No","DSL","Electronic check",90
"5445-UTODQ","Month-to-month",7,81.1,"Yes","Fiber optic","Electronic check",50
"4425-OWHWB","One year",20,19.35,"No","No","Credit card (automatic)",50
"7892-QVYKW","Month-to-month",23,85.6,"No","Fiber optic","Electronic check",60
"9675-ICXCT","Two year",72,80.8,"No","DSL","Electronic check",100
"1024-VRZHF","Month-to-month",11,74.95,"Yes","Fiber optic","Electronic check",50
"4703-MQYKT","Two year",21,19.6,"No","No","Mailed check",60
"9497-QCMMS","Month-to-month",1,93.55,"Yes","Fiber optic","Electronic check",50
"5692-ICXLW","Month-to-month",31,90.7,"No","Fiber optic","Electronic check",70
"0602-DDUML","Two year",57,69.75,"No","DSL","Mailed check",90
"2208-MPXIO","Two year",45,20,"No","No","Bank transfer (automatic)",70
"1960-UYCNN","Month-to-month",10,95.25,"No","Fiber optic","Electronic check",50
"0348-SDKOL","Month-to-month",58,102.1,"Yes","Fiber optic","Credit card (automatic)",80
"3190-FZATL","Month-to-month",14,19.95,"No","No","Mailed check",40
"7336-RLLRH","One year",27,80.85,"No","DSL","Mailed check",80
"4373-MAVJG","Month-to-month",14,90.9,"Yes","Fiber optic","Bank transfer (automatic)",60
"8901-HJXTF","Month-to-month",12,29.2,"Yes","DSL","Mailed check",30
"7710-JSYOA","Two year",69,93.3,"No","Fiber optic","Bank transfer (automatic)",100
"5419-KLXBN","Month-to-month",25,89.15,"Yes","Fiber optic","Bank transfer (automatic)",70
"3424-NMNBO","One year",58,108.85,"Yes","Fiber optic","Electronic check",90
"9885-MFVSU","Two year",35,46.35,"No","DSL","Credit card (automatic)",80
"4514-GFCFI","Month-to-month",16,84.75,"Yes","Fiber optic","Electronic check",60
"0607-MVMGC","One year",45,78.75,"No","DSL","Credit card (automatic)",80
"3365-SAIGS","Month-to-month",17,83.55,"No","Fiber optic","Electronic check",60
"9828-AOQLM","Month-to-month",1,45.7,"Yes","DSL","Electronic check",40
"8022-BECSI","One year",22,19.6,"No","No","Mailed check",50
"8000-REIQB","Month-to-month",1,69.95,"Yes","Fiber optic","Electronic check",40
"9993-LHIEB","Two year",67,67.85,"No","DSL","Mailed check",90
"0266-CLZKZ","Two year",67,105.65,"No","Fiber optic","Bank transfer (automatic)",100
"7615-ESMYF","Month-to-month",2,44.6,"Yes","DSL","Electronic check",40
"3858-VOBET","Month-to-month",23,74.95,"Yes","Fiber optic","Electronic check",60
"7020-OZKXZ","Month-to-month",9,75.5,"No","Fiber optic","Credit card (automatic)",50
"3977-QCRSL","Month-to-month",5,20.15,"No","No","Mailed check",30
"0017-DINOC","Two year",54,45.2,"No","DSL","Credit card (automatic)",90
"1447-PJGGA","Two year",57,95.25,"Yes","Fiber optic","Electronic check",100
"8565-CLBZW","Month-to-month",24,89.85,"Yes","Fiber optic","Mailed check",60
"9139-WQQDY","One year",49,100.45,"Yes","Fiber optic","Mailed check",90
"0224-HJAPT","Month-to-month",5,47.15,"Yes","DSL","Electronic check",40
"8086-OVPWV","Month-to-month",2,80.2,"Yes","Fiber optic","Electronic check",50
"9430-FRQOC","Month-to-month",4,87.1,"Yes","Fiber optic","Mailed check",50
"7639-OPLNG","Two year",70,79.25,"No","DSL","Bank transfer (automatic)",100
"3074-GQWYX","Month-to-month",5,75.9,"Yes","Fiber optic","Bank transfer (automatic)",50
"1492-QGCLU","Month-to-month",53,85.7,"No","DSL","Electronic check",80
"6845-RGTYS","Month-to-month",47,98.75,"Yes","Fiber optic","Electronic check",70
"7328-OWMOM","One year",31,20.1,"No","No","Credit card (automatic)",60
"4418-LZMSV","Month-to-month",13,61.8,"No","DSL","Bank transfer (automatic)",50
"5155-AZQPB","Month-to-month",28,49.9,"No","DSL","Mailed check",60
"8861-HGGKB","Month-to-month",10,86.45,"Yes","Fiber optic","Electronic check",50
"1087-GRUYI","Two year",38,20.4,"No","No","Bank transfer (automatic)",70
"7065-YUNRY","Month-to-month",1,45.3,"Yes","DSL","Mailed check",40
"7694-VLBWQ","One year",67,104.1,"Yes","Fiber optic","Electronic check",90
"2546-KZAAT","One year",52,75.4,"No","DSL","Mailed check",90
"3778-FOAQW","One year",24,20.15,"No","No","Mailed check",50
"4452-ROHMO","Two year",15,19.6,"No","No","Mailed check",60
